isBadBuy,VehYear,VehicleAge,WheelTypeID,VehOdo,MMRAcquisitionAuctionAveragePrice,MMRAcquisitionAuctionCleanPrice,MMRAcquisitionRetailAveragePrice,MMRAcquisitonRetailCleanPrice,MMRCurrentAuctionAveragePrice,MMRCurrentAuctionCleanPrice,MMRCurrentRetailAveragePrice,MMRCurrentRetailCleanPrice,BYRNO,VehBCost,IsOnlineSale,WarrantyCost,aAuction,aMake,aModel,aTrim,aSubModel,aColor,aTransmission,aWheelType,aNationality,aSize,aTopThreeAmericanName,aPRIMEUNIT,aAUCGUART,aVNZIP1,aVNST
FALSE,0.99652,0.66667,0.5,0.64948,0.077151,0.094278,0.14931,0.16694,0.098343,0.12404,0.18411,0.22805,0.055593,0.10777,0,0.25647,a1,a9,a16,a13,a16,a1,a1,a2,a2,a6,a4,a1,a1,a1,a1
FALSE,0.99751,0.44444,0.5,0.56971,0.1115,0.14227,0.18721,0.22164,0.11497,0.14083,0.19545,0.21431,0.19685,0.12536,0,0.22713,a1,a8,a17,a11,a4,a7,a1,a2,a2,a4,a4,a1,a1,a1,a1
FALSE,0.99701,0.55556,0.25,0.73021,0.20567,0.23997,0.28383,0.31464,0.20816,0.23783,0.29086,0.30707,0.19685,0.15615,0,0.16578,a1,a6,a18,a9,a17,a5,a1,a1,a2,a6,a4,a1,a1,a1,a1
FALSE,0.99602,0.77778,0.5,0.47172,0.059879,0.084267,0.12979,0.15486,0.092576,0.11905,0.15937,0.18053,0.19685,0.10557,0,0.20686,a1,a10,a19,a11,a12,a8,a1,a2,a2,a5,a2,a1,a1,a1,a1
FALSE,0.99602,0.77778,0.25,0.57499,0.098595,0.12998,0.19675,0.25216,0.12326,0.15272,0.19222,0.21857,0.055593,0.12756,0,0.26714,a1,a8,a20,a14,a18,a2,a1,a1,a2,a4,a4,a1,a1,a1,a1
FALSE,0.99701,0.55556,0.5,0.84802,0.064106,0.10358,0.14447,0.17904,0.068473,0.096096,0.15351,0.21156,0.055593,0.090171,0,0.7486,a1,a8,a21,a12,a19,a4,a1,a2,a2,a5,a4,a1,a1,a1,a1
FALSE,0.99801,0.33333,0.5,0.51668,0.15937,0.18563,0.24529,0.27238,0.1697,0.19572,0.24875,0.28265,0.055593,0.16935,0,0.089491,a1,a8,a22,a12,a20,a7,a1,a2,a2,a1,a4,a1,a1,a1,a1
FALSE,0.99851,0.22222,0.5,0.56744,0.1632,0.18782,0.24678,0.26127,0.19702,0.21555,0.28631,0.28744,0.055593,0.15395,0,0.097093,a1,a8,a22,a12,a20,a7,a1,a2,a2,a1,a4,a1,a1,a1,a1
TRUE,0.99701,0.55556,0.25,0.45029,0.073316,0.096611,0.16638,0.17535,0.088461,0.11872,0.16888,0.19663,0.055593,0.098969,0,0.10056,a1,a11,a23,a12,a21,a2,a1,a1,a2,a1,a3,a1,a1,a1,a1
FALSE,0.99602,0.77778,0.25,0.76875,0.15024,0.17681,0.23042,0.24227,0.15425,0.18552,0.21807,0.24967,0.055593,0.17594,0,0.32702,a1,a6,a24,a9,a17,a6,a1,a1,a2,a6,a4,a1,a1,a1,a1
FALSE,0.99701,0.55556,0.25,0.65827,0.17936,0.21843,0.26556,0.29996,0.20041,0.24238,0.28493,0.30588,0.19685,0.19354,0,0.1227,a1,a2,a2,a2,a2,a2,a1,a1,a2,a2,a2,a1,a1,a1,a1
FALSE,0.99701,0.55556,0.25,0.56511,0.20276,0.23283,0.30207,0.31942,0.22012,0.27426,0.31461,0.38495,0.19685,0.18474,0,0.18818,a1,a2,a25,a15,a22,a1,a1,a1,a2,a6,a2,a1,a1,a1,a1
FALSE,0.99751,0.44444,0.25,0.69189,0.15226,0.19683,0.24532,0.27212,0.17286,0.2114,0.24995,0.2798,0.19685,0.12316,0,0.23513,a1,a2,a12,a3,a23,a7,a1,a1,a2,a5,a2,a1,a1,a1,a1
FALSE,0.99652,0.66667,0.25,0.67141,0.20212,0.23327,0.28611,0.29676,0.19344,0.22901,0.2748,0.29594,0.19685,0.18254,0,0.25647,a1,a8,a26,a13,a24,a6,a1,a1,a2,a7,a4,a1,a1,a1,a1
TRUE,0.99602,0.77778,0.25,0.48653,0.083674,0.10687,0.14665,0.16275,0.085717,0.11275,0.14386,0.16495,0.19685,0.10777,0,0.16271,a1,a3,a27,a16,a25,a8,a1,a1,a2,a6,a3,a1,a1,a1,a1
FALSE,0.99801,0.33333,0.5,0.67614,0.24814,0.28224,0.34736,0.35852,0.24682,0.28126,0.32564,0.35006,0.19685,0.20893,0,0.18525,a1,a10,a28,a11,a4,a5,a1,a2,a2,a8,a2,a1,a1,a1,a1
FALSE,0.99701,0.55556,0.25,0.49883,0.12135,0.14463,0.21617,0.25045,0.16684,0.191,0.21945,0.24168,0.19685,0.15395,0,0.089491,a1,a3,a29,a11,a14,a5,a2,a1,a2,a9,a3,a1,a1,a1,a1
FALSE,0.99751,0.44444,0.25,0.67781,0.28755,0.34599,0.39685,0.42942,0.32672,0.36789,0.42311,0.44786,0.19685,0.23533,0,0.16965,a1,a8,a30,a13,a26,a5,a1,a1,a2,a2,a4,a1,a1,a1,a1
TRUE,0.99552,0.88889,0.25,0.71678,0.050529,0.065737,0.11049,0.13408,0.051509,0.071624,0.11277,0.13467,0.19685,0.079175,0,0.30968,a1,a3,a31,a17,a27,a6,a1,a1,a2,a5,a3,a1,a1,a1,a1
FALSE,0.99751,0.44444,0.5,0.6594,0.13014,0.13988,0.21717,0.2167,0.14274,0.17203,0.20691,0.23715,0.19685,0.13416,0,0.20085,a1,a3,a32,a7,a28,a6,a1,a2,a2,a5,a3,a1,a1,a1,a1
FALSE,0.99652,0.66667,0.25,0.48144,0.076759,0.10103,0.14826,0.16364,0.076116,0.10565,0.14199,0.16548,0.19685,0.11216,0,0.1295,a1,a12,a33,a18,a4,a6,a1,a1,a1,a1,a1,a1,a1,a1,a1
FALSE,0.99751,0.55556,0.5,0.66184,0.20945,0.235,0.30489,0.33253,0.23873,0.26976,0.31694,0.34287,0.19685,0.18034,0,0.18525,a1,a10,a28,a11,a4,a4,a1,a2,a2,a8,a2,a1,a1,a1,a1
TRUE,0.99751,0.55556,1,0.56239,0.21469,0.24138,0.28268,0.31879,0.21469,0.24138,0.28268,0.32205,0.19685,0.18694,0,0.097093,a1,a3,a29,a11,a14,a6,a1,a3,a2,a9,a3,a1,a1,a1,a1
FALSE,0.99851,0.33333,0.5,0.5652,0.20013,0.23484,0.28367,0.29803,0.22219,0.24816,0.29209,0.30456,0.19685,0.14735,0,0.11003,a1,a2,a34,a3,a29,a3,a1,a2,a2,a1,a2,a1,a1,a1,a1
TRUE,0.99751,0.55556,1,0.75087,0.12659,0.15041,0.20765,0.22072,0.12659,0.15041,0.20765,0.22298,0.19685,0.11436,0,0.079221,a1,a7,a35,a11,a30,a4,a1,a3,a3,a3,a1,a1,a1,a1,a1
FALSE,0.99701,0.66667,0.25,0.5962,0.17102,0.20209,0.24742,0.28236,0.18742,0.22304,0.24358,0.2758,0.19666,0.18694,0,0.16204,a1,a10,a36,a13,a31,a4,a1,a1,a2,a10,a2,a1,a1,a1,a1
FALSE,0.999,0.22222,0.5,0.69954,0.22026,0.24518,0.30046,0.32004,0.25242,0.27825,0.32779,0.34536,0.19666,0.17374,0,0.28701,a1,a8,a37,a12,a32,a7,a1,a2,a2,a4,a4,a1,a1,a1,a1
FALSE,0.99701,0.66667,0.25,0.45606,0.18059,0.21745,0.2803,0.29753,0.22034,0.25052,0.30642,0.31669,0.19666,0.24929,0,0.10056,a1,a2,a2,a2,a33,a8,a1,a1,a2,a2,a2,a1,a1,a1,a1
TRUE,0.99701,0.66667,1,0.62386,0.19688,0.2267,0.27932,0.2997,0.19688,0.2267,0.27932,0.30276,0.19666,0.15615,0,0.075887,a1,a7,a38,a7,a34,a8,a1,a3,a3,a6,a1,a1,a1,a1,a1
FALSE,0.99652,0.77778,0.25,0.51728,0.072756,0.093437,0.15082,0.1883,0.078047,0.096937,0.14647,0.16414,0.055593,0.10117,0,0.16271,a1,a3,a5,a7,a8,a4,a1,a1,a2,a3,a3,a1,a1,a1,a1
TRUE,0.99602,0.88889,1,0.68768,0.069761,0.089259,0.14115,0.17087,0.069761,0.089259,0.14115,0.17262,0.19666,0.085773,0,0.1159,a1,a13,a39,a19,a35,a4,a1,a3,a3,a3,a1,a1,a1,a1,a1
TRUE,0.99701,0.66667,0.25,0.63336,0.096383,0.11726,0.19539,0.23109,0.081098,0.10315,0.1564,0.17284,0.19666,0.090171,0,0.15404,a1,a3,a5,a7,a8,a2,a1,a1,a2,a3,a3,a1,a1,a1,a1
TRUE,0.99801,0.44444,1,0.43405,0.1856,0.21523,0.27277,0.29538,0.1856,0.21523,0.27277,0.2984,0.19666,0.16495,0,0.13377,a1,a14,a40,a20,a36,a1,a1,a3,a2,a1,a4,a1,a1,a1,a1
FALSE,0.99652,0.77778,0.25,0.70989,0.18277,0.2194,0.30335,0.3819,0.17589,0.20595,0.25105,0.27249,0.055593,0.20673,0,0.17111,a1,a2,a2,a21,a37,a9,a1,a1,a2,a2,a2,a1,a1,a1,a1
FALSE,0.99801,0.44444,0.5,0.50143,0.13767,0.16734,0.21548,0.23234,0.14311,0.16552,0.20719,0.22865,0.20978,0.12316,0,0.089491,a1,a9,a41,a13,a38,a7,a2,a2,a2,a1,a4,a1,a1,a1,a1
FALSE,0.99801,0.44444,0.5,0.35361,0.15274,0.18536,0.24278,0.27641,0.17325,0.20174,0.24811,0.27001,0.20978,0.16935,0,0.083089,a1,a8,a22,a12,a20,a6,a1,a2,a2,a1,a4,a1,a1,a1,a1
FALSE,0.99751,0.55556,0.5,0.75739,0.077123,0.096747,0.15716,0.17246,0.10635,0.13112,0.1738,0.19527,0.19685,0.10117,0,0.096426,a1,a2,a4,a7,a4,a4,a1,a2,a2,a3,a2,a1,a1,a1,a1
FALSE,0.99751,0.55556,0.5,0.69971,0.090253,0.11788,0.17185,0.18974,0.10638,0.13085,0.17111,0.19354,0.19685,0.10117,0,0.16578,a1,a3,a5,a4,a5,a2,a2,a2,a2,a3,a3,a1,a1,a1,a1
FALSE,0.99801,0.44444,0.25,0.43475,0.23008,0.25541,0.32605,0.33793,0.24861,0.28362,0.34803,0.36569,0.20978,0.2119,0,0.14484,a1,a2,a42,a3,a39,a4,a1,a1,a2,a6,a2,a1,a1,a1,a1
FALSE,0.99851,0.33333,0.25,0.69821,0.24651,0.29795,0.32431,0.36613,0.26062,0.30199,0.32938,0.3624,0.19685,0.16935,0,0.21779,a1,a3,a9,a8,a9,a5,a1,a1,a2,a4,a3,a1,a1,a1,a1
FALSE,0.99801,0.44444,0.25,0.53786,0.30466,0.33007,0.39882,0.40876,0.30466,0.33007,0.39253,0.40212,0.20978,0.20091,0,0.16204,a1,a2,a42,a22,a40,a1,a1,a1,a2,a6,a2,a1,a1,a1,a1
TRUE,0.99701,0.66667,0.25,0.7519,0.16586,0.19545,0.23339,0.25953,0.17838,0.21042,0.24693,0.26772,0.19685,0.15175,0,0.20045,a1,a10,a36,a13,a31,a6,a1,a1,a2,a10,a2,a1,a1,a1,a1
FALSE,0.99801,0.44444,0.25,0.55359,0.17633,0.20535,0.26558,0.28583,0.18882,0.22176,0.26389,0.28742,0.20978,0.16572,0,0.097093,a1,a12,a33,a18,a41,a6,a1,a1,a1,a1,a1,a1,a1,a1,a1
FALSE,0.99602,0.88889,0.5,0.67127,0.059795,0.085678,0.12213,0.1458,0.081042,0.11229,0.14069,0.1619,0.19685,0.092371,0,0.14711,a1,a12,a33,a11,a4,a8,a1,a2,a1,a1,a1,a1,a1,a1,a1
FALSE,0.99652,0.77778,0.25,0.5089,0.11377,0.13788,0.19606,0.2139,0.112,0.13853,0.1936,0.21129,0.20978,0.13856,0,0.1295,a1,a3,a29,a11,a14,a7,a1,a1,a2,a9,a3,a1,a1,a1,a1
FALSE,0.99801,0.44444,0.5,0.54925,0.19487,0.23126,0.27515,0.30531,0.22935,0.26384,0.3,0.31825,0.19685,0.15615,0,0.097093,a1,a3,a43,a7,a8,a8,a1,a2,a2,a1,a3,a1,a1,a1,a1
TRUE,0.99652,0.77778,0.25,0.77798,0.24665,0.28674,0.32247,0.3617,0.2305,0.26637,0.3108,0.33834,0.19685,0.17374,0,0.16124,a1,a13,a44,a23,a42,a9,a1,a1,a3,a6,a1,a1,a1,a1,a1
FALSE,0.99751,0.55556,0.25,0.77521,0.1426,0.17982,0.23045,0.26062,0.17286,0.2114,0.24995,0.2798,0.19685,0.13416,0,0.23513,a1,a2,a12,a3,a23,a8,a1,a1,a2,a5,a2,a1,a1,a1,a1
FALSE,0.99701,0.66667,0.25,0.55749,0.068529,0.088418,0.13508,0.15014,0.069425,0.088988,0.13137,0.14963,0.19685,0.090171,0,0.084022,a1,a2,a4,a3,a4,a8,a1,a1,a2,a3,a2,a1,a1,a1,a1
TRUE,0.99751,0.55556,0.25,0.65257,0.28335,0.3232,0.35003,0.37544,0.26079,0.28267,0.33825,0.35585,0.20978,0.20014,0,0.26327,a1,a14,a45,a24,a43,a10,a1,a1,a2,a4,a4,a1,a1,a1,a1
FALSE,0.99801,0.44444,0.25,0.6966,0.12337,0.15318,0.22152,0.24341,0.1183,0.14707,0.20791,0.229,0.19685,0.12756,0,0.18312,a1,a10,a46,a25,a4,a5,a1,a1,a2,a1,a2,a1,a1,a1,a1
TRUE,0.99552,1,0.25,0.82579,0.056156,0.072411,0.10315,0.11742,0.066374,0.084701,0.12684,0.14434,0.19685,0.081374,0,0.21886,a1,a3,a5,a4,a5,a5,a1,a1,a2,a3,a3,a1,a1,a1,a1
FALSE,0.99851,0.33333,0.5,0.30934,0.1405,0.15926,0.21709,0.2233,0.1526,0.1719,0.2205,0.24156,0.055593,0.12976,0,0.061616,a1,a15,a47,a13,a4,a6,a1,a2,a1,a1,a1,a1,a1,a1,a1
FALSE,0.99801,0.44444,0.25,0.7216,0.2195,0.2499,0.28605,0.29271,0.22003,0.24879,0.28928,0.29908,0.19666,0.16055,0,0.14844,a1,a1,a48,a13,a44,a2,a1,a1,a1,a10,a1,a1,a1,a1,a1
FALSE,0.99851,0.33333,0.25,0.6062,0.2707,0.29705,0.37382,0.39875,0.28098,0.31545,0.36382,0.38237,0.19666,0.16055,0,0.091491,a1,a16,a49,a16,a45,a5,a1,a1,a2,a11,a2,a1,a1,a1,a1
FALSE,0.99801,0.44444,0.5,0.65722,0.14092,0.16837,0.21387,0.23152,0.14739,0.17024,0.21853,0.24787,0.19666,0.10777,0,0.1071,a1,a9,a41,a13,a38,a6,a1,a2,a2,a1,a4,a1,a1,a1,a1
FALSE,0.99801,0.44444,0.25,0.62635,0.10134,0.12806,0.16592,0.19375,0.12427,0.14577,0.19089,0.21991,0.055593,0.10117,0,0.075887,a1,a15,a47,a13,a4,a1,a1,a1,a1,a1,a1,a1,a1,a1,a1
FALSE,0.99751,0.55556,0.5,0.73059,0.089973,0.11278,0.15632,0.17788,0.10394,0.1242,0.17764,0.20072,0.055593,0.098969,0,0.1311,a1,a3,a8,a7,a8,a2,a1,a2,a2,a1,a3,a1,a1,a1,a1
FALSE,0.99751,0.55556,0.25,0.52785,0.17379,0.19469,0.25729,0.27113,0.20911,0.23205,0.29153,0.30861,0.19666,0.12976,0,0.13604,a1,a2,a50,a2,a46,a4,a1,a1,a2,a12,a2,a1,a1,a1,a1
TRUE,0.99552,1,0.25,0.74737,0.15391,0.17344,0.22799,0.23678,0.18515,0.20752,0.25097,0.26577,0.19666,0.18254,0,0.27514,a1,a8,a51,a11,a47,a2,a1,a1,a2,a7,a4,a1,a1,a1,a1
FALSE,0.99801,0.44444,0.5,0.37936,0.12499,0.14607,0.21471,0.22318,0.13538,0.15898,0.21876,0.23501,0.055593,0.12316,0,0.083089,a1,a8,a52,a12,a48,a4,a1,a2,a2,a3,a4,a1,a1,a1,a1
FALSE,0.99801,0.44444,0.25,0.4955,0.24066,0.27535,0.31553,0.33576,0.25001,0.28669,0.3183,0.34002,0.19666,0.16495,0,0.078421,a1,a16,a49,a16,a45,a1,a1,a1,a2,a11,a2,a1,a1,a1,a1
TRUE,0.99652,0.77778,1,0.51354,0.17401,0.20266,0.24982,0.27607,0.18106,0.21197,0.25632,0.29054,0.19666,0.19134,0,0.15164,a1,a3,a53,a26,a49,a4,a1,a3,a2,a7,a3,a1,a1,a1,a1
FALSE,0.99751,0.55556,0.5,0.69097,0.17474,0.21862,0.26256,0.29148,0.1875,0.20077,0.28979,0.28973,0.19666,0.16935,0,0.18525,a1,a2,a42,a2,a50,a1,a1,a2,a2,a6,a2,a1,a1,a1,a1
FALSE,0.99652,0.77778,0.25,0.67889,0.1795,0.20334,0.25773,0.27344,0.2006,0.2225,0.25967,0.27493,0.19666,0.17594,0,0.1315,a1,a17,a54,a6,a51,a8,a1,a1,a3,a11,a1,a1,a1,a1,a1
FALSE,0.99851,0.33333,0.25,0.41814,0.20911,0.24705,0.28971,0.32113,0.23327,0.26227,0.30875,0.31584,0.19666,0.15835,0,0.083089,a1,a8,a22,a27,a52,a11,a1,a1,a2,a1,a4,a1,a1,a1,a1
FALSE,0.99652,0.77778,0.25,0.69235,0.17401,0.20266,0.24982,0.27607,0.21695,0.24143,0.29189,0.31898,0.055593,0.17814,0,0.18845,a1,a3,a53,a26,a49,a6,a1,a1,a2,a7,a3,a1,a1,a1,a1
FALSE,0.99701,0.66667,0.25,0.56859,0.077403,0.098782,0.14189,0.17603,0.087369,0.10608,0.15443,0.15947,0.055593,0.068178,0,0.13604,a1,a14,a55,a7,a14,a8,a2,a1,a2,a3,a4,a1,a1,a1,a1
FALSE,0.99751,0.55556,0.5,0.44198,0.1482,0.17553,0.23964,0.26358,0.15973,0.19813,0.2554,0.29731,0.19666,0.16495,0,0.21112,a1,a9,a56,a13,a34,a1,a1,a2,a2,a5,a4,a1,a1,a1,a1
FALSE,0.99701,0.66667,0.25,0.76364,0.072084,0.095743,0.14332,0.16892,0.070349,0.094468,0.13475,0.162,0.055593,0.096769,0,0.1311,a1,a3,a8,a28,a53,a7,a1,a1,a2,a1,a3,a1,a1,a1,a1
FALSE,0.99751,0.55556,0.25,0.48315,0.20576,0.23096,0.30747,0.33552,0.23291,0.25351,0.3196,0.32629,0.055593,0.18694,0,0.15591,a1,a3,a57,a8,a54,a6,a1,a1,a2,a10,a3,a1,a1,a1,a1
FALSE,0.99751,0.55556,0.25,0.74926,0.33604,0.42497,0.44524,0.52317,0.32249,0.40625,0.41282,0.48646,0.19685,0.22213,0,0.11376,a1,a3,a58,a21,a55,a7,a1,a1,a2,a2,a3,a1,a1,a1,a1
FALSE,0.99801,0.44444,0.25,0.70365,0.20679,0.24561,0.28754,0.32265,0.21273,0.24797,0.28342,0.30164,0.19685,0.15175,0,0.11376,a1,a3,a43,a7,a8,a1,a1,a1,a2,a1,a3,a1,a1,a1,a1
FALSE,0.99701,0.66667,0.5,0.56499,0.13168,0.15226,0.19629,0.21667,0.16088,0.1853,0.23263,0.24943,0.19685,0.16935,0,0.084022,a1,a7,a13,a11,a4,a12,a1,a2,a3,a1,a1,a1,a1,a1,a1
FALSE,0.99701,0.66667,0.25,0.64774,0.17118,0.21181,0.25606,0.2888,0.19204,0.22111,0.26149,0.27461,0.19685,0.19574,0,0.15404,a1,a8,a59,a27,a56,a1,a1,a1,a2,a6,a4,a1,a1,a1,a1
FALSE,0.99602,0.88889,0.25,0.42628,0.11424,0.13671,0.18541,0.20045,0.14568,0.16631,0.20499,0.20912,0.19685,0.16275,0,0.15124,a1,a8,a15,a12,a56,a6,a1,a1,a2,a6,a4,a1,a1,a1,a1
FALSE,0.99652,0.77778,0.5,0.63785,0.058927,0.080496,0.12208,0.13758,0.074436,0.097669,0.13268,0.1458,0.055593,0.090171,0,0.19405,a1,a8,a14,a11,a4,a4,a2,a2,a2,a3,a4,a1,a1,a1,a1
FALSE,0.99851,0.33333,0.5,0.37516,0.15755,0.18164,0.23608,0.24948,0.17645,0.1968,0.24197,0.25564,0.19685,0.12756,0,0.13003,a1,a10,a60,a11,a4,a8,a1,a2,a2,a1,a2,a1,a1,a1,a1
FALSE,0.99701,0.66667,0.25,0.67762,0.11813,0.12201,0.18974,0.1841,0.1157,0.12551,0.18869,0.18971,0.19685,0.11216,0,0.15404,a1,a8,a61,a27,a57,a2,a1,a1,a2,a11,a4,a1,a1,a1,a1
FALSE,0.99701,0.66667,0.25,0.63972,0.19495,0.23055,0.27728,0.29866,0.22765,0.25421,0.30189,0.32407,0.19685,0.22433,0,0.1227,a1,a2,a2,a2,a33,a10,a1,a1,a2,a2,a2,a1,a1,a1,a1
TRUE,0.99602,0.88889,0.25,0.56018,0.096355,0.11989,0.16331,0.18982,0.12169,0.14444,0.18385,0.20503,0.055593,0.13416,0,0.1371,a1,a3,a29,a11,a14,a2,a1,a1,a2,a9,a3,a1,a1,a1,a1
FALSE,0.99701,0.66667,0.25,0.69558,0.18479,0.22038,0.27935,0.29475,0.20872,0.2502,0.29104,0.3115,0.055593,0.20673,0,0.1311,a1,a2,a2,a2,a2,a10,a1,a1,a2,a2,a2,a1,a1,a1,a1
FALSE,0.99751,0.55556,0.5,0.73458,0.13003,0.14607,0.22009,0.22911,0.13003,0.16493,0.19158,0.22619,0.055593,0.12316,0,0.21779,a1,a3,a32,a7,a28,a1,a1,a2,a2,a5,a3,a1,a1,a1,a1
FALSE,0.99801,0.44444,0.5,0.56786,0.14106,0.16859,0.2088,0.23036,0.15167,0.17442,0.22132,0.23669,0.19685,0.10337,0,0.16204,a1,a10,a60,a25,a4,a4,a1,a2,a2,a1,a2,a1,a1,a1,a1
FALSE,0.99751,0.55556,0.25,0.48449,0.2576,0.30663,0.35479,0.37891,0.27776,0.33129,0.36704,0.40984,0.19685,0.24852,0,0.10056,a1,a2,a2,a15,a58,a7,a1,a1,a2,a2,a2,a1,a1,a1,a1
FALSE,0.99801,0.44444,0.5,0.53778,0.25447,0.2891,0.33306,0.35391,0.28327,0.31501,0.36167,0.3803,0.055593,0.22213,0,0.16204,a1,a10,a28,a11,a4,a5,a1,a2,a2,a8,a2,a1,a1,a1,a1
FALSE,0.99851,0.33333,0.5,0.53743,0.14576,0.16221,0.22682,0.24538,0.15134,0.1703,0.21878,0.23944,0.19685,0.11876,0,0.071086,a1,a15,a47,a13,a4,a2,a1,a2,a1,a1,a1,a1,a1,a1,a1
FALSE,0.99751,0.55556,0.5,0.58268,0.20223,0.24078,0.27446,0.29104,0.21807,0.25657,0.29278,0.31647,0.19685,0.20673,0,0.14911,a1,a2,a62,a2,a59,a1,a1,a2,a2,a6,a2,a1,a1,a1,a1
FALSE,0.99701,0.66667,0.25,0.6551,0.21029,0.24488,0.29322,0.33072,0.21883,0.2502,0.27464,0.30008,0.055593,0.18914,0,0.13844,a1,a3,a53,a29,a60,a2,a1,a1,a2,a7,a3,a1,a1,a1,a1
