Instance_number,'True Positives','False Negatives','False Positives','True Negatives','False Positive Rate','True Positive Rate',Precision,Recall,Fallout,FMeasure,'Sample Size',Lift,Threshold
2361,18658,1509,1948,870,0.69127,0.925175,0.905464,0.925175,0.094536,0.915213,0.896498,1.031988,0.999872
2362,18657,1510,1948,870,0.69127,0.925125,0.90546,0.925125,0.09454,0.915187,0.896454,1.031983,0.999874
2363,18656,1511,1948,870,0.69127,0.925076,0.905455,0.925076,0.094545,0.91516,0.896411,1.031977,0.999874
2364,18655,1512,1948,870,0.69127,0.925026,0.905451,0.925026,0.094549,0.915134,0.896367,1.031972,0.999876
2365,18654,1513,1948,870,0.69127,0.924976,0.905446,0.924976,0.094554,0.915107,0.896324,1.031967,0.999877
2366,18652,1515,1948,870,0.69127,0.924877,0.905437,0.924877,0.094563,0.915054,0.896237,1.031957,0.999878
2367,18651,1516,1948,870,0.69127,0.924828,0.905432,0.924828,0.094568,0.915027,0.896193,1.031951,0.999879
2368,18650,1517,1948,870,0.69127,0.924778,0.905428,0.924778,0.094572,0.915001,0.89615,1.031946,0.999879
2369,18649,1518,1948,870,0.69127,0.924729,0.905423,0.924729,0.094577,0.914974,0.896106,1.031941,0.99988
2370,18648,1519,1948,870,0.69127,0.924679,0.905419,0.924679,0.094581,0.914947,0.896063,1.031936,0.999882
2371,18648,1519,1947,871,0.690916,0.924679,0.905462,0.924679,0.094538,0.91497,0.896019,1.031986,0.999887
2372,18647,1520,1947,871,0.690916,0.924629,0.905458,0.924629,0.094542,0.914943,0.895976,1.03198,0.999891
2373,18646,1521,1947,871,0.690916,0.92458,0.905453,0.92458,0.094547,0.914917,0.895932,1.031975,0.999891
2374,18646,1521,1946,872,0.690561,0.92458,0.905497,0.92458,0.094503,0.914939,0.895889,1.032025,0.999892
2375,18645,1522,1946,872,0.690561,0.92453,0.905493,0.92453,0.094507,0.914912,0.895845,1.03202,0.999892
2376,18644,1523,1946,872,0.690561,0.924481,0.905488,0.924481,0.094512,0.914886,0.895802,1.032015,0.999893
2377,18643,1524,1946,872,0.690561,0.924431,0.905484,0.924431,0.094516,0.914859,0.895758,1.03201,0.999894
2378,18642,1525,1946,872,0.690561,0.924381,0.905479,0.924381,0.094521,0.914833,0.895715,1.032004,0.999895
2379,18641,1526,1946,872,0.690561,0.924332,0.905474,0.924332,0.094526,0.914806,0.895671,1.031999,0.999895
2380,18640,1527,1946,872,0.690561,0.924282,0.90547,0.924282,0.09453,0.914779,0.895628,1.031994,0.999896
2381,18639,1528,1946,872,0.690561,0.924233,0.905465,0.924233,0.094535,0.914753,0.895584,1.031989,0.999897
2382,18639,1528,1945,873,0.690206,0.924233,0.905509,0.924233,0.094491,0.914775,0.895541,1.032039,0.999897
2383,18638,1529,1945,873,0.690206,0.924183,0.905505,0.924183,0.094495,0.914748,0.895497,1.032034,0.999898
2384,18638,1529,1944,874,0.689851,0.924183,0.905549,0.924183,0.094451,0.914771,0.895454,1.032084,0.999898
2385,18637,1530,1944,874,0.689851,0.924133,0.905544,0.924133,0.094456,0.914744,0.89541,1.032079,0.999898
2386,18636,1531,1944,874,0.689851,0.924084,0.905539,0.924084,0.094461,0.914718,0.895367,1.032073,0.999899
2387,18635,1532,1944,874,0.689851,0.924034,0.905535,0.924034,0.094465,0.914691,0.895323,1.032068,0.9999
2388,18634,1533,1944,874,0.689851,0.923985,0.90553,0.923985,0.09447,0.914664,0.89528,1.032063,0.999902
2389,18633,1534,1944,874,0.689851,0.923935,0.905526,0.923935,0.094474,0.914638,0.895236,1.032058,0.999902
2390,18633,1534,1943,875,0.689496,0.923935,0.90557,0.923935,0.09443,0.91466,0.895193,1.032108,0.999903
2391,18632,1535,1943,875,0.689496,0.923886,0.905565,0.923886,0.094435,0.914634,0.895149,1.032103,0.999904
2392,18631,1536,1943,875,0.689496,0.923836,0.90556,0.923836,0.09444,0.914607,0.895106,1.032097,0.999904
2393,18631,1536,1942,876,0.689141,0.923836,0.905604,0.923836,0.094396,0.914629,0.895062,1.032147,0.999905
2394,18630,1537,1942,876,0.689141,0.923786,0.9056,0.923786,0.0944,0.914603,0.895018,1.032142,0.999907
2395,18630,1537,1941,877,0.688786,0.923786,0.905644,0.923786,0.094356,0.914625,0.894975,1.032192,0.999907
2396,18629,1538,1941,877,0.688786,0.923737,0.905639,0.923737,0.094361,0.914599,0.894931,1.032187,0.999909
2397,18628,1539,1941,877,0.688786,0.923687,0.905635,0.923687,0.094365,0.914572,0.894888,1.032182,0.999911
2398,18628,1539,1940,878,0.688432,0.923687,0.905679,0.923687,0.094321,0.914594,0.894844,1.032232,0.999913
2399,18627,1540,1940,878,0.688432,0.923638,0.905674,0.923638,0.094326,0.914568,0.894801,1.032227,0.999913
2400,18627,1540,1939,879,0.688077,0.923638,0.905718,0.923638,0.094282,0.91459,0.894757,1.032277,0.999913
2401,18627,1540,1938,880,0.687722,0.923638,0.905762,0.923638,0.094238,0.914613,0.894714,1.032327,0.999915
2402,18626,1541,1938,880,0.687722,0.923588,0.905758,0.923588,0.094242,0.914586,0.89467,1.032322,0.999915
2403,18625,1542,1938,880,0.687722,0.923538,0.905753,0.923538,0.094247,0.914559,0.894627,1.032317,0.999917
2404,18624,1543,1938,880,0.687722,0.923489,0.905748,0.923489,0.094252,0.914533,0.894583,1.032312,0.999917
2405,18624,1543,1937,881,0.687367,0.923489,0.905793,0.923489,0.094207,0.914555,0.89454,1.032362,0.999917
2406,18624,1543,1936,882,0.687012,0.923489,0.905837,0.923489,0.094163,0.914578,0.894496,1.032412,0.999918
2407,18623,1544,1936,882,0.687012,0.923439,0.905832,0.923439,0.094168,0.914551,0.894453,1.032407,0.999918
2408,18623,1544,1935,883,0.686657,0.923439,0.905876,0.923439,0.094124,0.914573,0.894409,1.032457,0.999919
2409,18621,1546,1935,883,0.686657,0.92334,0.905867,0.92334,0.094133,0.91452,0.894322,1.032447,0.999919
2410,18620,1547,1935,883,0.686657,0.923291,0.905862,0.923291,0.094138,0.914493,0.894279,1.032441,0.999921
2411,18619,1548,1935,883,0.686657,0.923241,0.905858,0.923241,0.094142,0.914467,0.894235,1.032436,0.999921
2412,18618,1549,1935,883,0.686657,0.923191,0.905853,0.923191,0.094147,0.91444,0.894192,1.032431,0.999922
2413,18617,1550,1935,883,0.686657,0.923142,0.905849,0.923142,0.094151,0.914413,0.894148,1.032426,0.999923
2414,18616,1551,1935,883,0.686657,0.923092,0.905844,0.923092,0.094156,0.914387,0.894105,1.032421,0.999924
2415,18615,1552,1935,883,0.686657,0.923043,0.905839,0.923043,0.094161,0.91436,0.894061,1.032415,0.999924
2416,18615,1552,1934,884,0.686302,0.923043,0.905883,0.923043,0.094117,0.914383,0.894018,1.032466,0.999924
2417,18615,1552,1933,885,0.685947,0.923043,0.905928,0.923043,0.094072,0.914405,0.893974,1.032516,0.999924
2418,18614,1553,1933,885,0.685947,0.922993,0.905923,0.922993,0.094077,0.914378,0.893931,1.032511,0.999925
2419,18613,1554,1933,885,0.685947,0.922943,0.905918,0.922943,0.094082,0.914352,0.893887,1.032505,0.999925
2420,18612,1555,1933,885,0.685947,0.922894,0.905914,0.922894,0.094086,0.914325,0.893844,1.0325,0.999926
2421,18611,1556,1933,885,0.685947,0.922844,0.905909,0.922844,0.094091,0.914298,0.8938,1.032495,0.999926
2422,18610,1557,1933,885,0.685947,0.922795,0.905905,0.922795,0.094095,0.914272,0.893757,1.03249,0.999927
2423,18609,1558,1933,885,0.685947,0.922745,0.9059,0.922745,0.0941,0.914245,0.893713,1.032484,0.999928
2424,18608,1559,1933,885,0.685947,0.922695,0.905896,0.922695,0.094104,0.914218,0.89367,1.032479,0.999928
2425,18607,1560,1933,885,0.685947,0.922646,0.905891,0.922646,0.094109,0.914192,0.893626,1.032474,0.999929
2426,18606,1561,1933,885,0.685947,0.922596,0.905886,0.922596,0.094114,0.914165,0.893583,1.032469,0.99993
2427,18605,1562,1933,885,0.685947,0.922547,0.905882,0.922547,0.094118,0.914138,0.893539,1.032464,0.99993
2428,18605,1562,1932,886,0.685593,0.922547,0.905926,0.922547,0.094074,0.914161,0.893496,1.032514,0.999931
2429,18604,1563,1932,886,0.685593,0.922497,0.905921,0.922497,0.094079,0.914134,0.893452,1.032509,0.999931
2430,18603,1564,1932,886,0.685593,0.922448,0.905917,0.922448,0.094083,0.914107,0.893409,1.032503,0.999932
2431,18602,1565,1932,886,0.685593,0.922398,0.905912,0.922398,0.094088,0.914081,0.893365,1.032498,0.999932
2432,18601,1566,1932,886,0.685593,0.922348,0.905908,0.922348,0.094092,0.914054,0.893322,1.032493,0.999934
2433,18600,1567,1932,886,0.685593,0.922299,0.905903,0.922299,0.094097,0.914027,0.893278,1.032488,0.999935
2434,18600,1567,1931,887,0.685238,0.922299,0.905947,0.922299,0.094053,0.91405,0.893235,1.032538,0.999935
2435,18600,1567,1930,888,0.684883,0.922299,0.905991,0.922299,0.094009,0.914072,0.893191,1.032588,0.999936
2436,18600,1567,1929,889,0.684528,0.922299,0.906035,0.922299,0.093965,0.914095,0.893148,1.032639,0.999938
2437,18599,1568,1929,889,0.684528,0.922249,0.906031,0.922249,0.093969,0.914068,0.893104,1.032633,0.999939
2438,18598,1569,1929,889,0.684528,0.9222,0.906026,0.9222,0.093974,0.914041,0.893061,1.032628,0.999942
2439,18598,1569,1928,890,0.684173,0.9222,0.90607,0.9222,0.09393,0.914064,0.893017,1.032678,0.999943
2440,18597,1570,1928,890,0.684173,0.92215,0.906066,0.92215,0.093934,0.914037,0.892974,1.032673,0.999944
2441,18596,1571,1928,890,0.684173,0.9221,0.906061,0.9221,0.093939,0.91401,0.89293,1.032668,0.999944
2442,18595,1572,1928,890,0.684173,0.922051,0.906057,0.922051,0.093943,0.913984,0.892887,1.032663,0.999944
2443,18594,1573,1928,890,0.684173,0.922001,0.906052,0.922001,0.093948,0.913957,0.892843,1.032658,0.999945
2444,18593,1574,1928,890,0.684173,0.921952,0.906047,0.921952,0.093953,0.91393,0.8928,1.032652,0.999947
2445,18592,1575,1928,890,0.684173,0.921902,0.906043,0.921902,0.093957,0.913904,0.892756,1.032647,0.999947
2446,18591,1576,1928,890,0.684173,0.921853,0.906038,0.921853,0.093962,0.913877,0.892713,1.032642,0.999948
2447,18591,1576,1927,891,0.683818,0.921853,0.906082,0.921853,0.093918,0.913899,0.892669,1.032692,0.999949
2448,18590,1577,1927,891,0.683818,0.921803,0.906078,0.921803,0.093922,0.913873,0.892626,1.032687,0.999949
2449,18589,1578,1927,891,0.683818,0.921753,0.906073,0.921753,0.093927,0.913846,0.892582,1.032682,0.99995
2450,18588,1579,1927,891,0.683818,0.921704,0.906069,0.921704,0.093931,0.913819,0.892539,1.032677,0.99995
2451,18587,1580,1927,891,0.683818,0.921654,0.906064,0.921654,0.093936,0.913793,0.892495,1.032671,0.999951
2452,18587,1580,1926,892,0.683463,0.921654,0.906108,0.921654,0.093892,0.913815,0.892452,1.032722,0.999951
2453,18586,1581,1926,892,0.683463,0.921605,0.906104,0.921605,0.093896,0.913788,0.892408,1.032717,0.999953
2454,18585,1582,1926,892,0.683463,0.921555,0.906099,0.921555,0.093901,0.913762,0.892365,1.032711,0.999954
2455,18584,1583,1926,892,0.683463,0.921505,0.906095,0.921505,0.093905,0.913735,0.892321,1.032706,0.999954
2456,18584,1583,1925,893,0.683109,0.921505,0.906139,0.921505,0.093861,0.913757,0.892278,1.032756,0.999954
2457,18583,1584,1925,893,0.683109,0.921456,0.906134,0.921456,0.093866,0.913731,0.892234,1.032751,0.999955
2458,18582,1585,1925,893,0.683109,0.921406,0.90613,0.921406,0.09387,0.913704,0.892191,1.032746,0.999956
2459,18582,1585,1924,894,0.682754,0.921406,0.906174,0.921406,0.093826,0.913727,0.892147,1.032796,0.999956
2460,18581,1586,1924,894,0.682754,0.921357,0.906169,0.921357,0.093831,0.9137,0.892104,1.032791,0.999957
2461,18580,1587,1924,894,0.682754,0.921307,0.906165,0.921307,0.093835,0.913673,0.89206,1.032786,0.999957
2462,18579,1588,1924,894,0.682754,0.921257,0.90616,0.921257,0.09384,0.913646,0.892017,1.032781,0.999959
2463,18579,1588,1923,895,0.682399,0.921257,0.906204,0.921257,0.093796,0.913669,0.891973,1.032831,0.99996
2464,18578,1589,1923,895,0.682399,0.921208,0.9062,0.921208,0.0938,0.913642,0.89193,1.032826,0.999962
2465,18577,1590,1923,895,0.682399,0.921158,0.906195,0.921158,0.093805,0.913615,0.891886,1.032821,0.999962
2466,18576,1591,1923,895,0.682399,0.921109,0.906191,0.921109,0.093809,0.913589,0.891843,1.032815,0.999963
2467,18575,1592,1923,895,0.682399,0.921059,0.906186,0.921059,0.093814,0.913562,0.891799,1.03281,0.999964
2468,18575,1592,1922,896,0.682044,0.921059,0.90623,0.921059,0.09377,0.913584,0.891755,1.032861,0.999964
2469,18574,1593,1922,896,0.682044,0.92101,0.906226,0.92101,0.093774,0.913558,0.891712,1.032855,0.999965
2470,18573,1594,1922,896,0.682044,0.92096,0.906221,0.92096,0.093779,0.913531,0.891668,1.03285,0.999965
2471,18572,1595,1922,896,0.682044,0.92091,0.906216,0.92091,0.093784,0.913504,0.891625,1.032845,0.999965
2472,18571,1596,1922,896,0.682044,0.920861,0.906212,0.920861,0.093788,0.913478,0.891581,1.03284,0.999966
2473,18570,1597,1922,896,0.682044,0.920811,0.906207,0.920811,0.093793,0.913451,0.891538,1.032835,0.999966
2474,18569,1598,1922,896,0.682044,0.920762,0.906203,0.920762,0.093797,0.913424,0.891494,1.032829,0.999966
2475,18568,1599,1922,896,0.682044,0.920712,0.906198,0.920712,0.093802,0.913397,0.891451,1.032824,0.999967
2476,18566,1601,1922,896,0.682044,0.920613,0.906189,0.920613,0.093811,0.913344,0.891364,1.032814,0.999967
2477,18565,1602,1922,896,0.682044,0.920563,0.906184,0.920563,0.093816,0.913317,0.89132,1.032808,0.999967
2478,18564,1603,1922,896,0.682044,0.920514,0.90618,0.920514,0.09382,0.913291,0.891277,1.032803,0.999968
2479,18564,1603,1921,897,0.681689,0.920514,0.906224,0.920514,0.093776,0.913313,0.891233,1.032854,0.999968
2480,18564,1603,1920,898,0.681334,0.920514,0.906268,0.920514,0.093732,0.913335,0.89119,1.032904,0.999969
2481,18563,1604,1920,898,0.681334,0.920464,0.906264,0.920464,0.093736,0.913309,0.891146,1.032899,0.999969
2482,18563,1604,1919,899,0.680979,0.920464,0.906308,0.920464,0.093692,0.913331,0.891103,1.032949,0.999969
2483,18563,1604,1918,900,0.680625,0.920464,0.906352,0.920464,0.093648,0.913354,0.891059,1.033,0.999969
2484,18562,1605,1918,900,0.680625,0.920415,0.906348,0.920415,0.093652,0.913327,0.891016,1.032995,0.99997
2485,18562,1605,1917,901,0.68027,0.920415,0.906392,0.920415,0.093608,0.913349,0.890972,1.033045,0.99997
2486,18561,1606,1917,901,0.68027,0.920365,0.906387,0.920365,0.093613,0.913323,0.890929,1.03304,0.99997
2487,18560,1607,1917,901,0.68027,0.920315,0.906383,0.920315,0.093617,0.913296,0.890885,1.033035,0.999971
2488,18559,1608,1917,901,0.68027,0.920266,0.906378,0.920266,0.093622,0.913269,0.890842,1.033029,0.999972
2489,18558,1609,1917,901,0.68027,0.920216,0.906374,0.920216,0.093626,0.913242,0.890798,1.033024,0.999972
2490,18557,1610,1917,901,0.68027,0.920167,0.906369,0.920167,0.093631,0.913216,0.890755,1.033019,0.999973
2491,18555,1612,1917,901,0.68027,0.920067,0.90636,0.920067,0.09364,0.913162,0.890668,1.033009,0.999974
2492,18554,1613,1917,901,0.68027,0.920018,0.906355,0.920018,0.093645,0.913135,0.890624,1.033003,0.999974
2493,18554,1613,1916,902,0.679915,0.920018,0.9064,0.920018,0.0936,0.913158,0.890581,1.033054,0.999974
2494,18553,1614,1916,902,0.679915,0.919968,0.906395,0.919968,0.093605,0.913131,0.890537,1.033049,0.999975
2495,18552,1615,1916,902,0.679915,0.919919,0.90639,0.919919,0.09361,0.913104,0.890494,1.033043,0.999975
2496,18551,1616,1916,902,0.679915,0.919869,0.906386,0.919869,0.093614,0.913078,0.89045,1.033038,0.999976
2497,18550,1617,1916,902,0.679915,0.91982,0.906381,0.91982,0.093619,0.913051,0.890407,1.033033,0.999976
2498,18550,1617,1915,903,0.67956,0.91982,0.906426,0.91982,0.093574,0.913073,0.890363,1.033083,0.999976
2499,18550,1617,1914,904,0.679205,0.91982,0.90647,0.91982,0.09353,0.913096,0.89032,1.033134,0.999976
2500,18549,1618,1914,904,0.679205,0.91977,0.906465,0.91977,0.093535,0.913069,0.890276,1.033129,0.999976
2501,18549,1618,1913,905,0.67885,0.91977,0.90651,0.91977,0.09349,0.913092,0.890233,1.033179,0.999976
2502,18548,1619,1913,905,0.67885,0.91972,0.906505,0.91972,0.093495,0.913065,0.890189,1.033174,0.999976
2503,18547,1620,1913,905,0.67885,0.919671,0.9065,0.919671,0.0935,0.913038,0.890146,1.033169,0.999976
2504,18547,1620,1912,906,0.678495,0.919671,0.906545,0.919671,0.093455,0.913061,0.890102,1.033219,0.999976
2505,18546,1621,1912,906,0.678495,0.919621,0.90654,0.919621,0.09346,0.913034,0.890059,1.033214,0.999977
2506,18545,1622,1912,906,0.678495,0.919572,0.906536,0.919572,0.093464,0.913007,0.890015,1.033209,0.999977
2507,18544,1623,1912,906,0.678495,0.919522,0.906531,0.919522,0.093469,0.91298,0.889972,1.033204,0.999979
2508,18544,1623,1911,907,0.678141,0.919522,0.906575,0.919522,0.093425,0.913003,0.889928,1.033254,0.999979
2509,18543,1624,1911,907,0.678141,0.919472,0.906571,0.919472,0.093429,0.912976,0.889885,1.033249,0.999979
2510,18542,1625,1911,907,0.678141,0.919423,0.906566,0.919423,0.093434,0.912949,0.889841,1.033244,0.99998
2511,18542,1625,1910,908,0.677786,0.919423,0.906611,0.919423,0.093389,0.912972,0.889798,1.033294,0.99998
2512,18541,1626,1910,908,0.677786,0.919373,0.906606,0.919373,0.093394,0.912945,0.889754,1.033289,0.99998
2513,18540,1627,1910,908,0.677786,0.919324,0.906601,0.919324,0.093399,0.912918,0.889711,1.033284,0.99998
2514,18539,1628,1910,908,0.677786,0.919274,0.906597,0.919274,0.093403,0.912891,0.889667,1.033279,0.999981
2515,18539,1628,1909,909,0.677431,0.919274,0.906641,0.919274,0.093359,0.912914,0.889624,1.033329,0.999981
2516,18538,1629,1909,909,0.677431,0.919224,0.906637,0.919224,0.093363,0.912887,0.88958,1.033324,0.999981
2517,18538,1629,1908,910,0.677076,0.919224,0.906681,0.919224,0.093319,0.91291,0.889537,1.033374,0.999981
2518,18537,1630,1908,910,0.677076,0.919175,0.906676,0.919175,0.093324,0.912883,0.889493,1.033369,0.999981
2519,18536,1631,1908,910,0.677076,0.919125,0.906672,0.919125,0.093328,0.912856,0.88945,1.033364,0.999981
2520,18535,1632,1908,910,0.677076,0.919076,0.906667,0.919076,0.093333,0.912829,0.889406,1.033359,0.999982
2521,18533,1634,1908,910,0.677076,0.918977,0.906658,0.918977,0.093342,0.912776,0.889319,1.033348,0.999982
2522,18533,1634,1907,911,0.676721,0.918977,0.906703,0.918977,0.093297,0.912798,0.889276,1.033399,0.999982
2523,18532,1635,1907,911,0.676721,0.918927,0.906698,0.918927,0.093302,0.912772,0.889232,1.033394,0.999982
2524,18532,1635,1906,912,0.676366,0.918927,0.906742,0.918927,0.093258,0.912794,0.889189,1.033444,0.999983
2525,18531,1636,1906,912,0.676366,0.918877,0.906738,0.918877,0.093262,0.912767,0.889145,1.033439,0.999983
2526,18530,1637,1906,912,0.676366,0.918828,0.906733,0.918828,0.093267,0.91274,0.889102,1.033434,0.999983
2527,18529,1638,1906,912,0.676366,0.918778,0.906729,0.918778,0.093271,0.912714,0.889058,1.033429,0.999983
2528,18528,1639,1906,912,0.676366,0.918729,0.906724,0.918729,0.093276,0.912687,0.889015,1.033424,0.999983
2529,18527,1640,1906,912,0.676366,0.918679,0.90672,0.918679,0.09328,0.91266,0.888971,1.033418,0.999983
2530,18527,1640,1905,913,0.676011,0.918679,0.906764,0.918679,0.093236,0.912683,0.888928,1.033469,0.999983
2531,18526,1641,1905,913,0.676011,0.918629,0.906759,0.918629,0.093241,0.912656,0.888884,1.033464,0.999983
2532,18525,1642,1905,913,0.676011,0.91858,0.906755,0.91858,0.093245,0.912629,0.888841,1.033459,0.999983
2533,18524,1643,1905,913,0.676011,0.91853,0.90675,0.91853,0.09325,0.912602,0.888797,1.033453,0.999983
2534,18523,1644,1905,913,0.676011,0.918481,0.906746,0.918481,0.093254,0.912575,0.888754,1.033448,0.999983
2535,18522,1645,1905,913,0.676011,0.918431,0.906741,0.918431,0.093259,0.912549,0.88871,1.033443,0.999983
2536,18521,1646,1905,913,0.676011,0.918382,0.906737,0.918382,0.093263,0.912522,0.888667,1.033438,0.999984
2537,18520,1647,1905,913,0.676011,0.918332,0.906732,0.918332,0.093268,0.912495,0.888623,1.033433,0.999984
2538,18519,1648,1905,913,0.676011,0.918282,0.906727,0.918282,0.093273,0.912468,0.88858,1.033427,0.999984
2539,18518,1649,1905,913,0.676011,0.918233,0.906723,0.918233,0.093277,0.912441,0.888536,1.033422,0.999984
2540,18518,1649,1904,914,0.675656,0.918233,0.906767,0.918233,0.093233,0.912464,0.888492,1.033473,0.999985
2541,18517,1650,1904,914,0.675656,0.918183,0.906763,0.918183,0.093237,0.912437,0.888449,1.033468,0.999985
2542,18516,1651,1904,914,0.675656,0.918134,0.906758,0.918134,0.093242,0.91241,0.888405,1.033462,0.999985
2543,18515,1652,1904,914,0.675656,0.918084,0.906754,0.918084,0.093246,0.912384,0.888362,1.033457,0.999985
2544,18514,1653,1904,914,0.675656,0.918034,0.906749,0.918034,0.093251,0.912357,0.888318,1.033452,0.999985
2545,18513,1654,1904,914,0.675656,0.917985,0.906744,0.917985,0.093256,0.91233,0.888275,1.033447,0.999986
2546,18512,1655,1904,914,0.675656,0.917935,0.90674,0.917935,0.09326,0.912303,0.888231,1.033441,0.999986
2547,18511,1656,1904,914,0.675656,0.917886,0.906735,0.917886,0.093265,0.912276,0.888188,1.033436,0.999986
2548,18511,1656,1903,915,0.675302,0.917886,0.90678,0.917886,0.09322,0.912299,0.888144,1.033487,0.999986
2549,18510,1657,1903,915,0.675302,0.917836,0.906775,0.917836,0.093225,0.912272,0.888101,1.033482,0.999986
2550,18509,1658,1903,915,0.675302,0.917786,0.906771,0.917786,0.093229,0.912245,0.888057,1.033476,0.999986
2551,18508,1659,1903,915,0.675302,0.917737,0.906766,0.917737,0.093234,0.912218,0.888014,1.033471,0.999986
2552,18508,1659,1902,916,0.674947,0.917737,0.90681,0.917737,0.09319,0.912241,0.88797,1.033522,0.999986
2553,18507,1660,1902,916,0.674947,0.917687,0.906806,0.917687,0.093194,0.912214,0.887927,1.033517,0.999986
2554,18506,1661,1902,916,0.674947,0.917638,0.906801,0.917638,0.093199,0.912187,0.887883,1.033512,0.999987
2555,18505,1662,1902,916,0.674947,0.917588,0.906797,0.917588,0.093203,0.91216,0.88784,1.033506,0.999987
2556,18504,1663,1902,916,0.674947,0.917539,0.906792,0.917539,0.093208,0.912134,0.887796,1.033501,0.999987
2557,18503,1664,1902,916,0.674947,0.917489,0.906788,0.917489,0.093212,0.912107,0.887753,1.033496,0.999987
2558,18503,1664,1901,917,0.674592,0.917489,0.906832,0.917489,0.093168,0.912129,0.887709,1.033547,0.999987
2559,18502,1665,1901,917,0.674592,0.917439,0.906827,0.917439,0.093173,0.912103,0.887666,1.033541,0.999987
2560,18501,1666,1901,917,0.674592,0.91739,0.906823,0.91739,0.093177,0.912076,0.887622,1.033536,0.999987
2561,18500,1667,1901,917,0.674592,0.91734,0.906818,0.91734,0.093182,0.912049,0.887579,1.033531,0.999987
2562,18500,1667,1900,918,0.674237,0.91734,0.906863,0.91734,0.093137,0.912071,0.887535,1.033582,0.999987
2563,18500,1667,1899,919,0.673882,0.91734,0.906907,0.91734,0.093093,0.912094,0.887492,1.033632,0.999987
2564,18500,1667,1898,920,0.673527,0.91734,0.906952,0.91734,0.093048,0.912116,0.887448,1.033683,0.999987
2565,18499,1668,1898,920,0.673527,0.917291,0.906947,0.917291,0.093053,0.91209,0.887405,1.033678,0.999988
2566,18498,1669,1898,920,0.673527,0.917241,0.906943,0.917241,0.093057,0.912063,0.887361,1.033673,0.999988
2567,18497,1670,1898,920,0.673527,0.917191,0.906938,0.917191,0.093062,0.912036,0.887318,1.033667,0.999988
2568,18497,1670,1897,921,0.673172,0.917191,0.906982,0.917191,0.093018,0.912058,0.887274,1.033718,0.999988
2569,18497,1670,1896,922,0.672818,0.917191,0.907027,0.917191,0.092973,0.912081,0.887231,1.033769,0.999988
2570,18497,1670,1895,923,0.672463,0.917191,0.907071,0.917191,0.092929,0.912103,0.887187,1.033819,0.999988
2571,18496,1671,1895,923,0.672463,0.917142,0.907067,0.917142,0.092933,0.912077,0.887144,1.033814,0.999988
2572,18495,1672,1895,923,0.672463,0.917092,0.907062,0.917092,0.092938,0.91205,0.8871,1.033809,0.999988
2573,18494,1673,1895,923,0.672463,0.917043,0.907058,0.917043,0.092942,0.912023,0.887057,1.033804,0.999988
2574,18493,1674,1895,923,0.672463,0.916993,0.907053,0.916993,0.092947,0.911996,0.887013,1.033799,0.999989
2575,18492,1675,1895,923,0.672463,0.916944,0.907049,0.916944,0.092951,0.911969,0.88697,1.033793,0.999989
2576,18491,1676,1895,923,0.672463,0.916894,0.907044,0.916894,0.092956,0.911942,0.886926,1.033788,0.999989
2577,18490,1677,1895,923,0.672463,0.916844,0.907039,0.916844,0.092961,0.911916,0.886883,1.033783,0.999989
2578,18489,1678,1895,923,0.672463,0.916795,0.907035,0.916795,0.092965,0.911889,0.886839,1.033778,0.999989
2579,18488,1679,1895,923,0.672463,0.916745,0.90703,0.916745,0.09297,0.911862,0.886796,1.033773,0.999989
2580,18487,1680,1895,923,0.672463,0.916696,0.907026,0.916696,0.092974,0.911835,0.886752,1.033767,0.999989
2581,18487,1680,1894,924,0.672108,0.916696,0.90707,0.916696,0.09293,0.911858,0.886709,1.033818,0.999989
2582,18486,1681,1894,924,0.672108,0.916646,0.907066,0.916646,0.092934,0.911831,0.886665,1.033813,0.999989
2583,18486,1681,1893,925,0.671753,0.916646,0.90711,0.916646,0.09289,0.911853,0.886622,1.033864,0.999989
2584,18485,1682,1893,925,0.671753,0.916596,0.907106,0.916596,0.092894,0.911826,0.886578,1.033859,0.999989
2585,18484,1683,1893,925,0.671753,0.916547,0.907101,0.916547,0.092899,0.9118,0.886535,1.033853,0.99999
2586,18483,1684,1893,925,0.671753,0.916497,0.907097,0.916497,0.092903,0.911773,0.886491,1.033848,0.99999
2587,18482,1685,1893,925,0.671753,0.916448,0.907092,0.916448,0.092908,0.911746,0.886448,1.033843,0.99999
2588,18482,1685,1892,926,0.671398,0.916448,0.907137,0.916448,0.092863,0.911768,0.886404,1.033894,0.99999
2589,18482,1685,1891,927,0.671043,0.916448,0.907181,0.916448,0.092819,0.911791,0.886361,1.033944,0.99999
2590,18481,1686,1891,927,0.671043,0.916398,0.907177,0.916398,0.092823,0.911764,0.886317,1.033939,0.99999
2591,18481,1686,1890,928,0.670688,0.916398,0.907221,0.916398,0.092779,0.911786,0.886274,1.03399,0.99999
2592,18480,1687,1890,928,0.670688,0.916348,0.907216,0.916348,0.092784,0.91176,0.88623,1.033985,0.99999
2593,18479,1688,1890,928,0.670688,0.916299,0.907212,0.916299,0.092788,0.911733,0.886187,1.03398,0.99999
2594,18478,1689,1890,928,0.670688,0.916249,0.907207,0.916249,0.092793,0.911706,0.886143,1.033974,0.99999
2595,18477,1690,1890,928,0.670688,0.9162,0.907203,0.9162,0.092797,0.911679,0.8861,1.033969,0.99999
